"Station","Trivial","Classification","period","Station_old_name","forcov","foredg","habitat_affinity"
"G-01_sat10","lowland_paca","Cuniculus paca","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat10","jaguar","Panthera onca","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat10","bolivian_squirrel","Sciurus  ignitus","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat10","jaguar","Panthera onca","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat10","jaguar","Panthera onca","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat10","collared_peccary","Dicotyles tajacu","sat10","G-01",99.99,4093.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","south_american_coati","Nasua nasua","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tapeti","Sylvilagus brasiliensis","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tufted_capuchin","Sapajus apella","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","jaguarundi","Herpaliurus yagouaroundi","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","crab-eating_raccoon","Procyon cancrivorus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","south_american_coati","Nasua nasua","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","south_american_coati","Nasua nasua","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","yellow_armadillo","Euphractus sexcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tufted_capuchin","Sapajus apella","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","jaguar","Panthera onca","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tufted_capuchin","Sapajus apella","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","jaguar","Panthera onca","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","central_american_agouti","Dasyprocta punctata","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","nine-banded_armadillo","Dasypus novemcinctus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tapeti","Sylvilagus brasiliensis","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","tufted_capuchin","Sapajus apella","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","jaguar","Panthera onca","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","jaguar","Panthera onca","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","white-lipped_peccary","Tayassu pecari","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","gray_brocket_deer","Mazama gouazoubira","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","ocelot","Leopardus pardalis","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","crab-eating_raccoon","Procyon cancrivorus","sat11","G-01",100,4053.49,"DA"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","bolivian_squirrel","Sciurus  ignitus","sat11","G-01",100,4053.49,"FS"
"G-01_sat11","collared_peccary","Dicotyles tajacu","sat11","G-01",100,4053.49,"FS"
"G-01_sat14","crab-eating_raccoon","Procyon cancrivorus","sat14","G-01",99.38,5613.49,"DA"
"G-01_sat14","central_american_agouti","Dasyprocta punctata","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat14","jaguar","Panthera onca","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat14","jaguar","Panthera onca","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat14","margay","Leopardus wiedii","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat14","jaguar","Panthera onca","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat14","jaguar","Panthera onca","sat14","G-01",99.38,5613.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","gray_brocket_deer","Mazama gouazoubira","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","gray_brocket_deer","Mazama gouazoubira","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","tamandua","Tamandua tetradactyla","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","capybara","Hydrochoerus hydrochaeris","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","tayra","Eira barbara","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","crab-eating_fox","Cerdocyon thous","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","bolivian_squirrel","Sciurus  ignitus","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","bolivian_squirrel","Sciurus  ignitus","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","central_american_agouti","Dasyprocta punctata","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguarundi","Herpaliurus yagouaroundi","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","puma","Puma concolor","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","central_american_agouti","Dasyprocta punctata","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","puma","Puma concolor","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","gray_brocket_deer","Mazama gouazoubira","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","puma","Puma concolor","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","ocelot","Leopardus pardalis","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","central_american_agouti","Dasyprocta punctata","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","common_opossum","Didelphis marsupialis","sat2","G-01",99.94,4213.49,"DA"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","tamandua","Tamandua tetradactyla","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","puma","Puma concolor","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","ocelot","Leopardus pardalis","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","tamandua","Tamandua tetradactyla","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","central_american_agouti","Dasyprocta punctata","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguarundi","Herpaliurus yagouaroundi","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","jaguar","Panthera onca","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat2","collared_peccary","Dicotyles tajacu","sat2","G-01",99.94,4213.49,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","bolivian_squirrel","Sciurus  ignitus","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","central_american_agouti","Dasyprocta punctata","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","central_american_agouti","Dasyprocta punctata","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","central_american_agouti","Dasyprocta punctata","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","crab-eating_fox","Cerdocyon thous","sat4","G-01",99.92,4233.45,"DA"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","central_american_agouti","Dasyprocta punctata","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","jaguar","Panthera onca","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","central_american_agouti","Dasyprocta punctata","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","capybara","Hydrochoerus hydrochaeris","sat4","G-01",99.92,4233.45,"DA"
"G-01_sat4","white-lipped_peccary","Tayassu pecari","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
"G-01_sat4","collared_peccary","Dicotyles tajacu","sat4","G-01",99.92,4233.45,"FS"
